DARRIUS,He who Upholds the Good,
DARRYL,From the name DARYL,
DARSHAN,A Hindu God,
DARWIN,Dear Friend,
DARYL,Dear,
DASAN,Ruler (Nat.Am),
DASHA,Divine Display (Gk),
DAVAN,Fem. form of DAVID (Ir),
DAVE,From the name DAVID,
DAVID,Beloved,
DAVIDA,From the name DAVID,
DAVIN,Finnish,
DAVINA,Beloved,
DAVIS,Son of DAVID,
DAVU,The Beginning (Af),
DAWN,Dawn,
DAYTON,Bright and Sunny Town,
DEA,Goddess,
DEAN,Head,
DEANDRA,From the name DIANA,
DEANNA,Divine,
DEANNE,Divine,
DEBBIE,From the name DEBORAH,
DEBBY,From the name DEBORAH,
DEBORAH,To Speak Kind Words,
DEBRA,From the name DEBORAH,
DEIDRA,Sorrowful,
DEIONDRE,Valley,
DEIRDRA,Sorrowful,
DEITER,Army of the People,
DEJAH,Before,
DEKA,Pleasing,
